Program ID,Broad Field,Field,Institution Name,Program Name,Orientation for New Graduate Students,International Student Orientation,Language Screening / Support Prior to Teaching,Instruction in Writing,Instruction in Statistics,Prizes / Awards for Teaching or Research,Assistance / Training in Proposal Writing,On-campus Graduate Research Conferences,Formal Training in Academic Integrity,Active Graduate Student Association,Staff Assigned to the Graduate Student Association,Financial Support for the Graduate Student Association,Posted Academic Grievance Procedure,Dispute Resolution Procedure,Regular Graduate Programs Directors / Coordinators Meetings,Annual Review of All Enrolled Doctoral Students,Organized Training to Help Students Improve Teaching Skills,Travel Support to Attend Professional Meetings,Count of Student Activities
20057981,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Louisiana State University And Agricultural And Mechanical College,Biological Sciences,3,3,1,1,1,3,3,2,1,3,1,4,1,1,1,2,3,2,17
20058281,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Louisiana State University And Agricultural And Mechanical College,Veterinary Medical Science,3,1,1,3,3,3,3,2,3,1,1,4,3,3,3,2,1,2,17
20040862,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Marquette University,Biological Sciences,3,1,3,1,4,2,2,3,2,1,1,1,3,3,1,3,3,2,17
20022369,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Michigan Technological University,Biological Sciences,3,3,3,1,3,1,3,1,2,1,1,1,4,1,4,2,3,3,16
20024383,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Mississippi State University,Biological Sciences,1,1,1,4,4,3,3,1,4,3,4,1,1,1,1,4,1,3,13
20024587,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Mississippi State University,Veterinary Medical Science,3,1,1,3,3,3,2,3,3,1,2,1,3,3,3,2,1,2,18
20060130,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Montana State University - Bozeman,Biology,3,1,3,1,4,3,3,4,2,2,4,4,3,3,4,2,1,2,13
20071637,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Mt. Sinai School of Medicine,PhD in Biomedical Sciences,3,3,1,2,4,1,2,1,2,3,4,1,3,3,3,3,2,3,16
20070450,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),New York Medical College,Integrated PhD Program in Basic Medical Sciences,3,1,4,4,4,1,2,3,3,1,1,1,2,1,3,3,4,3,14
20041353,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),North Carolina State University,Comparative Biomedical Sciences,3,3,1,3,1,3,3,3,3,3,1,3,3,3,3,2,1,3,18
20031826,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Northeastern University,Biology,3,1,1,3,3,1,3,3,2,3,3,3,3,3,3,2,3,3,18
20040312,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Northern Illinois University,Biology,3,1,3,3,3,3,3,2,3,1,1,1,3,3,4,2,3,3,17
20068941,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Northwestern University,Interdepartmental Biological and Life Sciences Program,3,3,1,1,4,3,3,3,3,3,1,3,,,3,3,3,3,15
20029113,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio State University Main Campus,Integrated Biomedical Science Graduate Program,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,18
20029391,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio State University Main Campus,Veterinary Biosciences,3,1,1,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,18
20029401,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio State University Main Campus,Veterinary Preventative Medicine,3,1,1,3,1,1,3,1,3,3,1,3,1,1,3,1,1,3,18
20013789,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Ohio University Main Campus,Biological Sciences,3,3,1,4,4,1,2,1,4,3,1,3,3,3,1,2,1,2,15
20042145,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Oklahoma State University Main Campus,Veterinary Biomedical Sciences,3,3,1,1,2,3,3,3,1,3,3,3,1,1,3,2,1,3,18
20041887,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Oklahoma State University Main Campus,Biomedical Sciences,3,2,4,4,4,2,4,3,2,1,4,4,4,4,3,2,1,1,10
20031237,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Penn State University,Biology,2,1,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,18
20031648,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Penn State University,Pathobiology,2,1,1,3,3,3,3,3,1,3,1,1,3,3,3,3,1,3,18
20032582,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Princeton University,Molecular Biology,3,1,1,2,4,3,2,3,4,3,1,1,1,1,3,3,1,3,16
20058809,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Rockefeller University,The David Rockefeller Graduate Program,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,15
20032304,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Seton Hall University,Health Sciences,3,3,4,3,3,2,2,2,2,2,2,4,3,3,2,2,2,4,15
20052407,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Stanford University,Biological Sciences,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,18
20033507,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Albany,Biology,3,3,3,1,4,1,2,4,2,1,4,4,3,1,3,2,1,3,14
20033510,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Albany,Biomedical Science,3,1,1,1,4,1,3,2,3,1,4,4,1,1,3,2,1,1,15
20037406,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Binghamton,"Biochemistry, Cell Biology & Molecular Biology",3,1,1,3,3,3,3,3,1,3,1,1,3,3,3,3,1,3,18
20038434,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),State University of New York At Buffalo,Biological Sciences,2,1,1,4,4,3,4,2,1,3,1,1,3,3,1,3,1,3,15
20022783,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Texas Tech University,Biology,3,1,1,1,4,3,2,3,3,3,1,3,3,3,3,3,3,3,17
20029537,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Tufts University,Biology,3,1,3,1,2,3,3,1,1,3,4,3,3,1,3,2,3,3,17
20066901,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Tulane University,Biomedical Sciences,3,1,3,4,4,3,2,3,3,3,3,3,1,1,3,2,1,3,16
20048505,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Alabama At Birmingham,Biology,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,18
20013543,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Arkansas Main Campus,Biological Sciences,3,1,1,4,4,3,4,4,3,2,2,3,3,3,4,3,4,3,12
20013653,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Arkansas Main Campus,Health Science,3,1,1,1,4,3,4,1,3,4,4,4,1,1,2,3,3,3,13
20065546,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Diego,Biological Sciences,3,1,3,1,3,3,3,3,3,3,1,3,1,1,3,3,3,3,18
20065559,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Diego,Biomedical Sciences,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,3,18
20069461,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Francisco,Biomedical Sciences,3,1,4,1,4,1,3,3,3,3,1,3,1,3,3,3,1,3,16
20069555,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of California-San Francisco,Oral and Craniofacial Sciences,2,1,2,3,2,3,3,3,3,3,3,3,1,1,2,2,1,3,18
20013909,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Central Florida,Biomolecular Sciences,3,3,1,1,1,3,3,3,3,1,1,1,1,3,3,3,3,3,18
20031994,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Cincinnati Main Campus,Biological Sciences,3,3,1,4,3,1,3,1,4,3,1,3,3,3,1,2,4,3,15
20055530,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Dayton,Biology,3,3,3,4,4,2,2,1,4,2,4,4,3,3,3,2,3,3,13
20012104,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Delaware,Biological Sciences,3,1,1,3,3,3,2,4,3,3,4,2,3,1,3,3,3,3,16
20020154,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Iowa,Biological Sciences,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20042763,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Illinois At Chicago,Biological Sciences,3,3,1,1,1,3,4,1,1,3,1,3,1,1,3,3,1,3,17
20028091,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Kentucky,Biology,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,17
20036339,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Maryland Baltimore County,Biological Sciences,3,1,1,1,1,2,1,3,2,3,1,1,1,1,1,3,3,3,18
20050069,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Maryland College Park,Biology,3,1,1,3,4,3,2,3,3,1,1,1,1,1,1,2,3,3,17
20047823,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Massachusetts Amherst,Animal Biotechnology and Biomedical Sciences,3,1,3,4,2,3,3,2,3,3,1,1,3,3,3,2,3,1,17
20070078,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Massachusetts At Worcester,Interdisciplinary Graduate Programs,3,1,1,1,1,1,4,1,1,1,4,1,1,1,4,3,4,1,14
20050755,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Miami,Biology,3,1,3,1,1,3,3,1,1,3,3,1,1,1,3,3,1,3,18
20062329,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Mississippi,Biological Sciences,1,1,1,1,1,4,4,1,2,1,1,1,1,4,1,2,2,1,15
20025230,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Missouri - Columbia,Biological Sciences,3,1,1,4,4,3,3,1,3,3,3,3,3,3,1,3,3,3,16
20015237,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of New Mexico Main Campus,Biomedical Sciences,3,3,2,2,4,3,3,2,3,3,3,3,3,3,3,2,3,3,17
20045113,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of North Carolina At Chapel Hill,Biology,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20047263,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of North Texas,Biology,3,1,3,4,4,3,4,2,4,3,2,2,1,1,1,2,3,3,14
20069649,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of North Texas Health Science Center,Biomedical Sciences,3,1,4,1,4,2,3,1,1,1,1,1,1,1,1,3,4,4,14
20035880,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Notre Dame,Biological Sciences,3,1,1,3,2,3,2,2,2,3,1,3,3,2,1,2,3,3,18
20051848,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Oklahoma Norman Campus,Zoology,2,1,3,1,4,3,3,3,1,3,1,3,1,1,1,3,1,3,17
20043814,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Oregon,Biology,1,1,1,4,4,1,3,3,2,2,4,2,1,1,2,2,1,2,15
20036698,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Pennsylvania,Biology-School of Arts and Sciences,3,1,1,1,3,1,1,1,3,3,1,1,1,1,3,3,3,3,18
20049546,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Pittsburgh Pittsburgh Campus,Biological Sciences,3,1,1,1,1,3,3,1,3,3,1,1,1,1,3,3,3,1,18
20064945,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Rhode Island,Biological Sciences,1,1,1,1,1,2,2,4,4,3,3,1,1,1,3,3,1,3,16
20069131,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Rochester,Biology,2,1,1,4,4,3,2,3,3,1,1,4,1,1,3,2,3,3,15
20067706,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Carolina Columbia,Biological Sciences,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,18
20067719,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Carolina Columbia,Biomedical Sciences,3,3,1,1,1,3,3,3,2,3,1,1,3,3,3,1,1,2,18
20024781,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Florida,Biology,3,1,3,3,2,3,3,1,2,3,1,1,3,3,1,2,3,3,18
20024914,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of South Florida,Medical Sciences,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,4,3,13
20032744,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Southern Mississippi,Biological Sciences,3,1,3,1,3,3,2,3,3,2,3,3,3,1,3,2,3,3,18
20046109,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Texas Hlth Sci Cntr. At Houston\univ. of Texas M.d. Anderson Cancer Cntr.(Uthsch\utmdacc),Interdisciplinary Biomedical Sciences,3,1,1,3,1,3,3,3,3,1,1,1,1,1,1,3,4,3,17
20018975,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Texas Southwestern Medical Center At Dallas,Integrative Biology,3,1,4,1,1,3,3,3,1,1,1,1,1,1,3,3,1,1,17
20043584,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Toledo,Molecular Basis of Disease,3,1,4,4,3,1,3,3,3,1,1,1,1,1,3,3,4,1,15
20047467,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Utah,Biology,4,1,1,4,1,3,4,1,1,2,2,1,4,3,3,2,1,3,14
20027490,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Vermont,Biology,3,1,1,1,1,3,1,1,4,1,1,1,3,3,1,3,3,3,17
20023193,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Virginia,Biology,3,3,1,4,4,3,3,2,3,3,4,3,3,3,3,2,1,3,15
20059510,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Botany,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20059808,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Molecular and Cellular Biology,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,3,18
20060046,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Washington,Zoology,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20030490,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),University of Wisconsin-Madison,Comparative Biomedical Sciences,3,1,1,1,2,3,3,3,3,1,1,1,3,3,3,4,1,1,17
20062549,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Biology (SCI),3,1,1,1,3,3,3,1,3,3,2,3,3,3,2,2,3,1,18
20062769,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Range Science (NR),1,1,4,4,4,4,2,3,4,3,3,4,4,4,1,3,1,2,10
20062808,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Utah State University,Wildlife Biology (NR),1,1,4,4,4,4,2,4,4,3,3,3,4,3,1,3,1,3,11
20051864,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Vanderbilt University,Biological Sciences,3,1,1,1,4,3,1,3,1,3,2,3,1,3,3,3,3,3,17
20044392,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Virginia Polytechnic Institute And State University,Biological Sciences -,3,1,1,1,1,3,4,1,2,1,1,1,1,1,3,3,1,3,17
20034454,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wake Forest University,Biology,3,1,4,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,17
20021386,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wayne State University,Biological Sciences,2,1,1,4,4,3,2,3,1,2,4,4,3,3,3,2,1,3,14
20070599,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Western Michigan University,Biological Sciences,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,18
20049407,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Wright State University Main Campus,Biomedical Sciences,3,1,1,1,1,1,2,2,2,2,4,2,1,1,1,2,1,3,17
20063580,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Yale University,Investigative Medicine,3,1,1,1,3,1,3,3,3,1,1,1,1,1,3,3,1,3,18
20063661,Biological and Health Sciences,Biology/Integrated Biology/Integrated Biomedical Sciences (Note: Use this field only if the degree field is not specialized.),Yale University,"Molecular, Cellular & Developmental Biology",3,1,1,1,1,3,3,3,3,1,1,1,1,1,3,1,1,3,18
20035042,Biological and Health Sciences,Cell and Developmental Biology,Arizona State University,Molecular and Cellular Biology,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20026459,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Cell & Molecular Biology,3,1,4,4,1,3,3,1,3,1,1,1,1,1,3,3,4,2,15
20026491,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Molecular & Cellular Biology,3,1,4,4,1,3,3,3,1,1,1,1,1,1,3,3,4,2,15
20026475,Biological and Health Sciences,Cell and Developmental Biology,Baylor College of Medicine,Developmental Biology,3,3,4,4,1,1,3,3,1,1,1,3,1,1,1,3,4,2,15
20059280,Biological and Health Sciences,Cell and Developmental Biology,Boston University,Pathology & Cell and Molecular Biology,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,18
20018140,Biological and Health Sciences,Cell and Developmental Biology,Brown University,"BIOMED: Molecular Biology, Cell Biology, and Biochemistry",3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,18
20037163,Biological and Health Sciences,Cell and Developmental Biology,Carnegie Mellon University,Biological Sciences,3,1,1,2,1,3,3,2,2,3,3,3,3,3,3,2,3,1,18
20056270,Biological and Health Sciences,Cell and Developmental Biology,Colorado State University,Cell & Molecular Biology,3,1,1,1,1,2,3,3,3,3,3,2,3,3,1,3,3,4,17
20057486,Biological and Health Sciences,Cell and Developmental Biology,Columbia University In The City of New York,Cell Biology and Pathobiology,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,3,1,1,15
20065452,Biological and Health Sciences,Cell and Developmental Biology,Cornell University,Weill Graduate School of Medical Sciences - Cell Biology & Genetics,3,3,4,4,4,1,2,3,1,1,4,1,1,1,2,1,3,1,14
20029841,Biological and Health Sciences,Cell and Developmental Biology,Duke University,Cell Biology,3,1,1,1,4,1,3,3,3,1,4,1,1,1,1,2,1,3,16
20029883,Biological and Health Sciences,Cell and Developmental Biology,Duke University,Molecular Cancer Biology,3,1,1,1,3,1,3,3,3,1,4,1,1,1,1,2,1,3,17
20061922,Biological and Health Sciences,Cell and Developmental Biology,Emory University,"Biochemistry, Cell and Developmental Biology (BCDB)",3,1,1,4,4,2,2,1,3,3,1,1,3,1,3,2,1,3,16
20022961,Biological and Health Sciences,Cell and Developmental Biology,Georgetown University,Cell Biology,3,3,2,1,3,3,2,3,2,3,2,3,3,3,3,3,1,1,18
20023096,Biological and Health Sciences,Cell and Developmental Biology,Georgetown University,Tumor Biology,3,1,1,1,1,1,2,3,2,3,4,3,1,1,3,3,1,3,17
20066189,Biological and Health Sciences,Cell and Developmental Biology,Harvard University,DMS-Biological and Biomedical Sciences,3,3,3,3,4,1,3,3,2,3,1,3,1,3,3,3,3,3,17
20046510,Biological and Health Sciences,Cell and Developmental Biology,Indiana University At Bloomington,Molecular Cellular & Developmental Biology,3,3,1,3,1,3,3,3,2,1,3,1,3,3,2,3,3,3,18
20016605,Biological and Health Sciences,Cell and Developmental Biology,Iowa State University,"Molecular, Cellular, & Developmental Biology",3,3,1,1,4,3,4,2,3,1,1,1,3,3,1,2,1,3,16
20056526,Biological and Health Sciences,Cell and Developmental Biology,Johns Hopkins University,Cell Biology,3,4,4,4,4,1,3,3,3,1,1,1,3,3,3,2,1,3,14
20056539,Biological and Health Sciences,Cell and Developmental Biology,Johns Hopkins University,Cellular & Molecular Medicine,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,18
20039394,Biological and Health Sciences,Cell and Developmental Biology,Lehigh University,Biological Sciences,1,1,1,4,2,1,2,3,2,3,2,3,3,3,2,2,1,3,17
20036481,Biological and Health Sciences,Cell and Developmental Biology,Loyola University Chicago,"Cell Biology, Neurobiology, & Anatomy",3,4,1,4,1,3,3,3,3,3,1,1,1,1,3,2,,3,15
20033196,Biological and Health Sciences,Cell and Developmental Biology,Massachusetts Institute of Technology,Biology/Cell and Developmental,3,1,1,1,2,3,1,2,3,3,3,3,,,3,2,3,2,16
20021111,Biological and Health Sciences,Cell and Developmental Biology,Miami University,Botany,3,1,1,2,4,3,3,4,3,3,4,3,3,3,3,2,3,3,15
20046785,Biological and Health Sciences,Cell and Developmental Biology,Michigan State University,Cell and Molecular Biology,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,18
20062196,Biological and Health Sciences,Cell and Developmental Biology,New Mexico State University Main Campus,Biology,3,3,1,3,2,3,3,3,3,3,4,3,3,3,3,2,3,3,17
20064181,Biological and Health Sciences,Cell and Developmental Biology,New York University,Cell and Developmental Biology,3,3,3,3,4,3,3,3,3,3,1,3,1,1,3,3,3,3,17
20064194,Biological and Health Sciences,Cell and Developmental Biology,New York University,Cellular & Molecular Biology/Sackler Inst,3,3,4,3,3,3,2,2,2,3,2,3,3,3,3,2,3,3,17
20064262,Biological and Health Sciences,Cell and Developmental Biology,New York University,Developmental Genetics/Cackler,3,3,4,3,3,3,2,2,2,3,2,3,3,3,3,2,3,3,17
20064440,Biological and Health Sciences,Cell and Developmental Biology,New York University,Molecular Oncology and Immunology/Sackler,3,3,4,3,1,3,2,3,2,3,2,3,3,3,3,2,3,3,17
20029184,Biological and Health Sciences,Cell and Developmental Biology,Ohio State University Main Campus,"Molecular, Cellular, and Developmental Biology",3,3,3,1,3,1,3,3,3,3,1,3,1,1,3,1,1,1,18
20058896,Biological and Health Sciences,Cell and Developmental Biology,Oregon Health And Science University,Cell and Developmental Biology,1,1,4,3,4,3,4,3,1,3,1,3,1,1,2,2,4,3,14
20018661,Biological and Health Sciences,Cell and Developmental Biology,Oregon State University,Molecular and Cellular Biology,3,1,1,1,1,1,4,1,2,1,4,4,1,1,4,2,4,1,13
20031240,Biological and Health Sciences,Cell and Developmental Biology,Penn State University,Cell and Molecular Biology,2,1,1,1,1,3,1,3,1,1,1,3,1,3,3,3,1,1,18
20055653,Biological and Health Sciences,Cell and Developmental Biology,Purdue University Main Campus,Basic Medical Sciences,1,1,1,3,1,3,3,3,1,1,1,1,3,3,3,3,1,3,18
