Program ID,Broad Field,Field,Institution Name,Program Name,Program Website,Control,Regional Code,Program Size Quartile
20030733,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Wisconsin-Madison,Industrial Engineering,http://www.engr.wisc.edu/ie,Public,MW,4
20044635,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Virginia Polytechnic Institute And State University,Industrial and Systems Engineering,http://ise.vt.edu/,Public,SA,4
20021522,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",Wayne State University,Industrial Engineering,http://www.ime.wayne.edu/,Public,MW,2
20059743,Engineering,"Operations Research, Systems Engineering and Industrial Engineering",University of Washington,Industrial Engineering,http://depts.washington.edu/ie/,Public,W,1
20058980,Humanities,American Studies,Boston University,American & New England Studies,http://www.bu.edu/amnesp/,Private,NE,3
20034739,Humanities,American Studies,Bowling Green State University,American Culture Studies,http://www.bgsu.edu/departments/acs,Public,MW,4
20018072,Humanities,American Studies,Brown University,American Civilization,http://www.brown.edu/Departments/AmCiv/,Private,NE,1
20045016,Humanities,American Studies,College of William And Mary,American Studies,http://www.wm.edu/americanstudies/,Public,SA,4
20044224,Humanities,American Studies,Florida Atlantic University,Comparative Studies,http://www.fau.edu/comparativestudies,Public,SA,N/D
20019343,Humanities,American Studies,George Washington University,American Studies,http://www.gwu.edu/~amst/,Private,SA,1
20066095,Humanities,American Studies,Harvard University,Hist. of American Civ.,http://www.fas.harvard.edu/~amciv,Private,NE,2
20046167,Humanities,American Studies,Indiana University At Bloomington,American Studies,http://www.indiana.edu/~amst/,Public,MW,3
20046727,Humanities,American Studies,Michigan State University,American Studies,http://www.americanstudies.msu.edu,Public,MW,2
20064152,Humanities,American Studies,New York University,American Studies,http://www.nyu.edu/gsas/program/amerstu/,Private,NE,3
20055624,Humanities,American Studies,Purdue University Main Campus,American Studies,http://www.cla.purdue.edu/american-studies,Public,MW,1
20038405,Humanities,American Studies,State University of New York At Buffalo,American Studies,http://www.cas.buffalo.edu/americanstudies/,Public,NE,4
20014652,Humanities,American Studies,University of Hawaii At Manoa,American Studies,http://www.hawaii.edu/amst/,Public,W,1
20020536,Humanities,American Studies,University of Iowa,American Studies,http://www.uiowa.edu/~amstud/,Public,MW,2
20051026,Humanities,American Studies,University of Kansas,American Studies,http://www2.ku.edu/~amerst,Public,MW,3
20049973,Humanities,American Studies,University of Maryland College Park,American Studies,http://www.amst.umd.edu/,Public,SA,4
20047810,Humanities,American Studies,University of Massachusetts Amherst,Afro-American Studies,http://www.umass.edu/afroam/,Public,NE,1
20035123,Humanities,American Studies,University of Michigan-Ann Arbor,American Culture,http://www.lsa.umich.edu/ac/,Public,MW,2
20039585,Humanities,American Studies,University of Minnesota-Twin Cities,American Studies,http://www.cla.umn.edu/american,Public,MW,4
20015198,Humanities,American Studies,University of New Mexico Main Campus,American Studies,http://www.unm.edu/~amstudy,Public,W,3
20061304,Humanities,American Studies,University of Texas At Austin,American Studies,http://www.utexas.edu/cola/depts/ams,Public,SC,4
20058582,Humanities,American Studies,Washington State University,Program in American Studies,http://libarts.wsu.edu/amerst/,Public,W,1
20063276,Humanities,American Studies,Yale University,American Studies,http://www.yale.edu/amstud/,Private,NE,2
20018195,Humanities,Classics,Brown University,Classics,http://www.brown.edu/Departments/Classics/grad/,Private,NE,3
20048974,Humanities,Classics,Bryn Mawr College,Classical and Near Eastern Archaeology,http://www.brynmawr.edu/gradgroup/archaeology/,Private,NE,3
20057538,Humanities,Classics,Columbia University In The City of New York,Classical Studies,http://www.columbia.edu/cu/classics/,Private,NE,1
20057541,Humanities,Classics,Columbia University In The City of New York,Classics,http://www.columbia.edu/cu/classics/,Private,NE,2
20015651,Humanities,Classics,Cornell University,Classics,http://www.arts.cornell.edu/classics/index.asp,Private,NE,2
20030131,Humanities,Classics,Duke University,Classical Studies,http://www.duke.edu/web/classics/,Private,SA,1
20065944,Humanities,Classics,Harvard University,Classics,http://www.fas.harvard.edu/~classics,Private,NE,4
20046222,Humanities,Classics,Indiana University At Bloomington,Classical Studies: Latin & Greek,http://www.indiana.edu/~classics/,Public,MW,2
20056584,Humanities,Classics,Johns Hopkins University,Classics,http://www.jhu.edu/classics/,Private,SA,1
20029061,Humanities,Classics,Ohio State University Main Campus,Greek and Latin,http://omega.cohums.ohio-state.edu/,Public,MW,3
20032430,Humanities,Classics,Princeton University,Classics,http://www.princeton.edu/~classics/,Private,NE,3
20052478,Humanities,Classics,Stanford University,Classics,http://www.stanford.edu/dept/classics,Private,W,4
20038476,Humanities,Classics,State University of New York At Buffalo,Classics,http://www.classics.buffalo.edu,Public,NE,4
20070670,Humanities,Classics,Uc Irvine - Uc Riverside - Uc San Diego,Classics,http://www.humanities.uci.edu/classics/tricampus,Public,W,2
20060651,Humanities,Classics,University of California-Berkeley,Ancient History and Mediterranean Archaeology,http://ls.berkeley.edu/dept/ahma/,Public,W,2
20060745,Humanities,Classics,University of California-Berkeley,Classics,http://ls.berkeley.edu/dept/classics/,Public,W,4
20053202,Humanities,Classics,University of California-Los Angeles,Classics,http://www.humnet.ucla.edu/humnet/classics/home.html,Public,W,2
20014267,Humanities,Classics,University of Chicago,Classical Languages and Literatures,http://classics.uchicago.edu/,Private,MW,4
20032045,Humanities,Classics,University of Cincinnati Main Campus,Classics,http://classics.uc.edu,Public,MW,4
20071556,Humanities,Classics,University of Iowa,Classics,http://www.uiowa.edu/~classics/,Public,MW,1
20035301,Humanities,Classics,University of Michigan-Ann Arbor,Classical Art and Archaeology,http://www.umich.edu/~ipcaa/,Public,MW,2
20035314,Humanities,Classics,University of Michigan-Ann Arbor,Classical Studies,http://www.umich.edu/~classics/,Public,MW,3
20039750,Humanities,Classics,University of Minnesota-Twin Cities,Classical and Near Eastern Studies,http://cnes.cla.umn.edu/,Public,MW,1
20025285,Humanities,Classics,University of Missouri - Columbia,Classical Studies,http://classics.missouri.edu/,Public,MW,1
20045171,Humanities,Classics,University of North Carolina At Chapel Hill,Classics,http://www.classics.unc.edu,Public,SA,3
20036821,Humanities,Classics,University of Pennsylvania,Classical Studies,http://www.classics.upenn.edu,Private,NE,4
20068064,Humanities,Classics,University of Southern California,Classics,http://www.usc.edu/schools/college/clas/home/index.html,Private,W,2
20061414,Humanities,Classics,University of Texas At Austin,Classics,http://www.utexas.edu/cola/depts/classics,Public,SC,4
20059552,Humanities,Classics,University of Washington,Classics,http://depts.washington.edu/clasdept/,Public,W,1
20030461,Humanities,Classics,University of Wisconsin-Madison,Classics,http://classics.lss.wisc.edu,Public,MW,1
20063373,Humanities,Classics,Yale University,Classics,http://www.yale.edu/classics/,Private,NE,3
20018221,Humanities,Comparative Literature,Brown University,Comparative Literature,http://www.brown.edu/Departments/Comparative_Literature/grad/,Private,NE,1
20057127,Humanities,Comparative Literature,City University of New York Grad. Center,Comparative Literature,http://web.gc.cuny.edu/complit/,Public,NE,4
20015680,Humanities,Comparative Literature,Cornell University,Comparative Literature,http://www.arts.cornell.edu/complit/,Private,NE,2
20030160,Humanities,Comparative Literature,Duke University,Literature,http://www.duke.edu/literature/,Private,SA,4
20061951,Humanities,Comparative Literature,Emory University,Comparative Literature,http://www.comparativelit.emory.edu/grad.htm,Private,SA,3
20065957,Humanities,Comparative Literature,Harvard University,Comparative Literature,http://www.fas.harvard.edu/~complit/,Private,NE,4
20046251,Humanities,Comparative Literature,Indiana University At Bloomington,Comparative Literature,http://www.indiana.edu/~complit/,Public,MW,2
20056788,Humanities,Comparative Literature,Johns Hopkins University,Humanities,http://www.jhu.edu/~humctr/,Private,SA,2
20058032,Humanities,Comparative Literature,Louisiana State University And Agricultural And Mechanical College,Comparative Literature,http://www.artsci.lsu.edu/complit/default.htm,Public,SC,1
20064233,Humanities,Comparative Literature,New York University,Comparative Literature,http://www.nyu.edu/fas/dept/complit/,Private,NE,4
20068844,Humanities,Comparative Literature,Northwestern University,Comparative Literary Studies,http://www.wcas.northwestern.edu/complit/,Private,MW,1
20031295,Humanities,Comparative Literature,Penn State University,Comparative Literature,http://complit.la.psu.edu/,Public,NE,2
20032443,Humanities,Comparative Literature,Princeton University,Comparative Literature,http://www.princeton.edu/complit/,Private,NE,2
20055750,Humanities,Comparative Literature,Purdue University Main Campus,Comparative Literature,http://www.cla.purdue.edu/complit,Public,MW,2
20012476,Humanities,Comparative Literature,Rutgers The State University of New Jersey New Brunswick Campus,Comparative Literature,http://complit.rutgers.edu/,Public,NE,4
20052494,Humanities,Comparative Literature,Stanford University,Comparative Literature,http://www.stanford.edu/dept/complit,Private,W,1
20037422,Humanities,Comparative Literature,State University of New York At Binghamton,Comparative Literature,http://complit.binghamton.edu/,Public,NE,4
20038492,Humanities,Comparative Literature,State University of New York At Buffalo,Comparative Literature,http://www.complit.buffalo.edu/,Public,NE,3
20038117,Humanities,Comparative Literature,State University of New York At Stony Brook,Comparative Literary and Cultural Studies,http://www.stonybrook.edu/complit/new/graduate.html,Public,NE,3
20060761,Humanities,Comparative Literature,University of California-Berkeley,Comparative Literature,http://ls.berkeley.edu/dept/complit/,Public,W,4
20067081,Humanities,Comparative Literature,University of California-Davis,Comparative Literature,http://complitgrad.ucdavis.edu,Public,W,1
20049083,Humanities,Comparative Literature,University of California-Irvine,Comparative Literature,http://www.humanities.uci.edu/complit,Public,W,4
20053228,Humanities,Comparative Literature,University of California-Los Angeles,Comparative Literature,http://www.complit.ucla.edu/,Public,W,4
20048754,Humanities,Comparative Literature,University of California-Riverside,Comparative Literature,http://www.complitforlang.ucr.edu/,Public,W,1
20065669,Humanities,Comparative Literature,University of California-San Diego,Literature,http://literature.ucsd.edu/,Public,W,4
20070191,Humanities,Comparative Literature,University of California-Santa Barbara,Comparative Literature,http://www.complit.ucsb.edu,Public,W,2
20023724,Humanities,Comparative Literature,University of California-Santa Cruz,Literature,http://literature.ucsc.edu/graduate/,Public,W,4
20014270,Humanities,Comparative Literature,University of Chicago,Comparative Literature,http://humanities.uchicago.edu/depts/complit,Private,MW,3
20063920,Humanities,Comparative Literature,University of Colorado At Boulder,Comparative Literature,http://www.colorado.edu/comparativeliterature/,Public,W,1
20019644,Humanities,Comparative Literature,University of Georgia,Comparative Literature,http://www.uga.edu/~cml/,Public,SA,1
20038926,Humanities,Comparative Literature,University of Illinois At Urbana-Champaign,Comparative Literature,http://www.complit.uiuc.edu,Public,MW,1
20020552,Humanities,Comparative Literature,University of Iowa,Comparative Literature,http://www.uiowa.edu/~ccl/,Public,MW,1
20050137,Humanities,Comparative Literature,University of Maryland College Park,Comparative Literature,http://www.cmlt.umd.edu/,Public,SA,1
20047894,Humanities,Comparative Literature,University of Massachusetts Amherst,Comparative Literature,http://www.umass.edu/complit,Public,NE,3
20035330,Humanities,Comparative Literature,University of Michigan-Ann Arbor,Comparative Literature,http://www.lsa.umich.edu/complit/,Public,MW,3
20039776,Humanities,Comparative Literature,University of Minnesota-Twin Cities,Comparative Studies in Discourse and Society,http://cscl.cla.umn.edu,Public,MW,3
20045197,Humanities,Comparative Literature,University of North Carolina At Chapel Hill,Comparative Literature,http://www.unc.edu/depts/complit/,Public,SA,3
20043843,Humanities,Comparative Literature,University of Oregon,Comparative Literature,http://complit.uoregon.edu/,Public,W,2
20036847,Humanities,Comparative Literature,University of Pennsylvania,Comparative Literature and Literary Theory,http://ccat.sas.upenn.edu/Complit/,Private,NE,3
20067751,Humanities,Comparative Literature,University of South Carolina Columbia,Comparative Literature,http://www.cas.sc.edu/DLLC/CPLT/index.html,Public,SA,2
20068080,Humanities,Comparative Literature,University of Southern California,Comparative Literature,http://www.usc.edu/schools/college/cl/,Private,W,2
20061456,Humanities,Comparative Literature,University of Texas At Austin,Comparative Literature,http://www.utexas.edu/cola/progs/complit/,Public,SC,4
20059578,Humanities,Comparative Literature,University of Washington,Comparative Literature,http://depts.washington.edu/complit/,Public,W,3
20030500,Humanities,Comparative Literature,University of Wisconsin-Madison,Comparative Literature,http://complit.lss.wisc.edu/,Public,MW,1
20069762,Humanities,Comparative Literature,Washington University In St. Louis,Comparative Literature,http://artsci.wustl.edu/~complit/,Private,MW,2
20063386,Humanities,Comparative Literature,Yale University,Comparative Literature,http://www.yale.edu/complit/,Private,NE,2
20034946,Humanities,English Language and Literature,Arizona State University,English,http://www.asu.edu/clas/english/,Public,W,4
20037859,Humanities,English Language and Literature,Auburn University,English,http://media.cla.auburn.edu/english/gs/phd/index.cfm,Public,SC,1
20043377,Humanities,English Language and Literature,Baylor University,English,http://www.baylor.edu/english,Private,SC,1
20036135,Humanities,English Language and Literature,Boston College,English,http://www.bc.edu/schools/cas/english/graduate.html,Private,NE,1
20059154,Humanities,English Language and Literature,Boston University,English,http://www.bu.edu/bulletins/grs/,Private,NE,2
20025052,Humanities,English Language and Literature,Brandeis University,English and American Literature,http://www.brandeis.edu/departments/english/,Private,NE,1
20018302,Humanities,English Language and Literature,Brown University,English,http://www.brown.edu/Departments/English/graduate/,Private,NE,2
20037231,Humanities,English Language and Literature,Carnegie Mellon University,"English, Literature, Cultural Theory & Rhetoric",http://english.cmu.edu/degrees/phd.html,Private,NE,1
20019136,Humanities,English Language and Literature,Case Western Reserve University,English,http://www.case.edu/artsci/engl,Private,MW,1
20052203,Humanities,English Language and Literature,Catholic University of America,English,http://english.cua.edu/,Private,SA,1
20057198,Humanities,English Language and Literature,City University of New York Grad. Center,English,http://web.gc.cuny.edu/English/,Public,NE,4
20017992,Humanities,English Language and Literature,Claremont Graduate University,English,http://www.cgu.edu/english,Private,W,3
20057622,Humanities,English Language and Literature,Columbia University In The City of New York,English and Comparative Literature,http://www.columbia.edu/cu/english/,Private,NE,4
20015758,Humanities,English Language and Literature,Cornell University,English Language and Literature,http://www.arts.cornell.edu/english/grad.html,Private,NE,3
20030144,Humanities,English Language and Literature,Duke University,English,http://www.duke.edu/web/english,Private,SA,3
20061977,Humanities,English Language and Literature,Emory University,English,http://www.english.emory.edu/grad/,Private,SA,2
20027270,Humanities,English Language and Literature,Florida State University,English,http://www.english.fsu.edu,Public,SA,4
20029469,Humanities,English Language and Literature,Fordham University,English,http://www.fordham.edu/academics/programs_at_fordham_/english/index.asp,Private,NE,3
20019424,Humanities,English Language and Literature,George Washington University,English,http://www.gwu.edu/~english,Private,SA,2
20051505,Humanities,English Language and Literature,Georgia State University,English,http://www.english.gsu.edu/,Public,SA,4
20066040,Humanities,English Language and Literature,Harvard University,English & American Lit. & Lang.,http://www.fas.harvard.edu/~english/,Private,NE,3
20026006,Humanities,English Language and Literature,Howard University,English,http://www.coas.howard.edu/english,Private,SA,N/D
20046303,Humanities,English Language and Literature,Indiana University At Bloomington,English,http://www.indiana.edu/~engweb/,Public,MW,4
20040765,Humanities,English Language and Literature,Kent State University Main Campus,English,http://www.kent.edu/english/PhDinEnglish/,Public,MW,2
20056649,Humanities,English Language and Literature,Johns Hopkins University,English,http://english.jhu.edu/,Private,SA,1
20039475,Humanities,English Language and Literature,Lehigh University,English,http://www.lehigh.edu/~indrown/,Private,NE,2
20058074,Humanities,English Language and Literature,Louisiana State University And Agricultural And Mechanical College,English,http://www.english.lsu.edu,Public,SC,2
20036533,Humanities,English Language and Literature,Loyola University Chicago,English,http://www.luc.edu/english/index.shtml,Private,MW,2
20040927,Humanities,English Language and Literature,Marquette University,English,http://www.marquette.edu/english/graduate/index.shtml,Private,MW,1
20021137,Humanities,English Language and Literature,Miami University,English,http://www.muohio.edu/english/Graduate/PHD,Public,MW,1
20046905,Humanities,English Language and Literature,Michigan State University,English,http://www.english.msu.edu/graduates/index.html,Public,MW,3
20040341,Humanities,English Language and Literature,Northern Illinois University,English,http://www.engl.niu.edu/graduate/,Public,MW,2
20031897,Humanities,English Language and Literature,Northeastern University,English,http://www.english.neu.edu/graduate_studies/academic_programs/phd/,Private,NE,1
20064291,Humanities,English Language and Literature,New York University,English and American Literature,http://english.fas.nyu.edu/page/home,Private,NE,3
20068886,Humanities,English Language and Literature,Northwestern University,English,http://www.english.northwestern.edu/,Private,MW,1
20028952,Humanities,English Language and Literature,Ohio State University Main Campus,English,http://english.osu.edu,Public,MW,3
20013802,Humanities,English Language and Literature,Ohio University Main Campus,English,http://www.ohio.edu,Public,MW,1
20041968,Humanities,English Language and Literature,Oklahoma State University Main Campus,English,http://english.okstate.edu/home/index.htm,Public,SC,2
20031389,Humanities,English Language and Literature,Penn State University,English,http://english.la.psu.edu/,Public,NE,2
20032508,Humanities,English Language and Literature,Princeton University,English,http://english.princeton.edu/,Private,NE,2
20055831,Humanities,English Language and Literature,Purdue University Main Campus,English,http://www.cla.purdue.edu/English,Public,MW,4
20041117,Humanities,English Language and Literature,Rice University,English,http://www.ruf.rice.edu/~english/,Private,SC,2
20012528,Humanities,English Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,Literatures in English,http://english.rutgers.edu/index.php?option=com_content&view=category&layout=blog&id=65&Itemid=1560,Public,NE,4
20040464,Humanities,English Language and Literature,Southern Illinois University Carbondale,English,http://www.siu.edu/departments/english/,Public,MW,2
20052588,Humanities,English Language and Literature,Stanford University,English,http://english.stanford.edu,Private,W,3
20037477,Humanities,English Language and Literature,State University of New York At Binghamton,"English, General Literature & Rhetoric",http://english.binghamton.edu/,Public,NE,4
20033604,Humanities,English Language and Literature,State University of New York At Albany,English,http://www.albany.edu/english/index.shtml,Public,NE,2
20038531,Humanities,English Language and Literature,State University of New York At Buffalo,ENGLISH,http://english.buffalo.edu,Public,NE,4
20038162,Humanities,English Language and Literature,State University of New York At Stony Brook,English,http://www.stonybrook.edu/english/grad/grad.html,Public,NE,3
20022550,Humanities,English Language and Literature,Syracuse University Main Campus,English,http://www-hl.syr.edu/depts/english,Private,NE,1
20042255,Humanities,English Language and Literature,Temple University,English,http://www.temple.edu/english/grad,Public,NE,3
20021975,Humanities,English Language and Literature,Texas A & M University,English,http://www-english.tamu.edu/,Public,SC,3
20017387,Humanities,English Language and Literature,Texas Christian University,English,http://www.eng.tcu.edu,Private,SC,1
20022848,Humanities,English Language and Literature,Texas Tech University,English,http://www.english.ttu.edu,Public,SC,2
20029647,Humanities,English Language and Literature,Tufts University,English,http://ase.tufts.edu/english/,Private,NE,2
20041751,Humanities,English Language and Literature,University of Alabama,English Language and Literature,http://www.as.ua.edu/english/03_graduate/index.html,Public,SC,2
20033989,Humanities,English Language and Literature,University of Arizona,English,http://english.web.arizona.edu,Public,W,4
20013611,Humanities,English Language and Literature,University of Arkansas Main Campus,English,http://www.uark.edu/depts/english/,Public,SC,1
20060868,Humanities,English Language and Literature,University of California-Berkeley,English,http://english.berkeley.edu,Public,W,4
20067146,Humanities,English Language and Literature,University of California-Davis,English,http://english.ucdavis.edu/,Public,W,4
20049177,Humanities,English Language and Literature,University of California-Irvine,English,http://www.humanities.uci.edu/english/,Public,W,3
20053273,Humanities,English Language and Literature,University of California-Los Angeles,English,http://www.english.ucla.edu/,Public,W,4
20048806,Humanities,English Language and Literature,University of California-Riverside,English,http://www.english.ucr.edu,Public,W,3
20070256,Humanities,English Language and Literature,University of California-Santa Barbara,English,http://www.english.ucsb.edu,Public,W,4
20014351,Humanities,English Language and Literature,University of Chicago,English Language and Literature,http://english.uchicago.edu,Private,MW,4
20032087,Humanities,English Language and Literature,University of Cincinnati Main Campus,English and Comparative Literature,http://asweb.artsci.uc.edu/CollegeDepts/english/grad/index.cfm,Public,MW,2
20063975,Humanities,English Language and Literature,University of Colorado At Boulder,English,http://www.colorado.edu/English/,Public,W,1
20024037,Humanities,English Language and Literature,University of Connecticut,English PhD,http://www.english.uconn.edu/,Public,NE,3
20068721,Humanities,English Language and Literature,University of Connecticut,Medieval Studies PhD,http://www.medievalstudies.uconn.edu/,Public,NE,1
20012191,Humanities,English Language and Literature,University of Delaware,English,http://www.english.udel.edu/,Public,SA,2
20044321,Humanities,English Language and Literature,University of Dallas,Literature,http://www.udallas.edu/braniff/pprogram/literature,Public,SC,1
20013051,Humanities,English Language and Literature,University of Florida,English,http://web.english.ufl.edu,Public,SA,4
20019686,Humanities,English Language and Literature,University of Georgia,English,http://www.english.uga.edu,Public,SA,3
20014762,Humanities,English Language and Literature,University of Hawaii At Manoa,English,http://www.english.hawaii.edu/,Public,W,2
20042530,Humanities,English Language and Literature,University of Houston,English,http://www.class.uh.edu/English,Public,SC,2
20042860,Humanities,English Language and Literature,University of Illinois At Chicago,English,http://www.uic.edu/depts/engl/,Public,MW,4
20038971,Humanities,English Language and Literature,University of Illinois At Urbana-Champaign,English,http://www.english.uiuc.edu/,Public,MW,3
20020565,Humanities,English Language and Literature,University of Iowa,English,http://www.english.uiowa.edu/graduate/index.html,Public,MW,4
20051152,Humanities,English Language and Literature,University of Kansas,English,http://www.english.ku.edu,Public,MW,3
20028185,Humanities,English Language and Literature,University of Kentucky,English,http://www.as.uky.edu/academics/departments_programs/English/English/GraduateProgram/Pages/default.aspx,Public,SC,3
20012861,Humanities,English Language and Literature,University of Louisiana At Lafayette,English,http://english.louisiana.edu,Public,SC,3
20050182,Humanities,English Language and Literature,University of Maryland College Park,English Language and Literature,http://www.english.umd.edu/,Public,SA,4
20047933,Humanities,English Language and Literature,University of Massachusetts Amherst,English,http://www.umass.edu/english,Public,NE,3
20027869,Humanities,English Language and Literature,University of Memphis,English,http://www.memphis.edu/english/#,Public,SC,1
20050823,Humanities,English Language and Literature,University of Miami,English Language and Literature,http://www.as.miami.edu/english/,Private,SA,1
20035408,Humanities,English Language and Literature,University of Michigan-Ann Arbor,English Language and Literature,http://www.lsa.umich.edu/english/grad/phd/langandlit.asp,Public,MW,3
20039844,Humanities,English Language and Literature,University of Minnesota-Twin Cities,English,http://english.cla.umn.edu/,Public,MW,4
20062374,Humanities,English Language and Literature,University of Mississippi,English,http://www.olemiss.edu/depts/english/,Public,SC,1
20025340,Humanities,English Language and Literature,University of Missouri - Columbia,English,http://english.missouri.edu/,Public,MW,3
20026158,Humanities,English Language and Literature,University of Missouri - Kansas City,English,http://www.umkc.edu/umkc/catalog-grad/html/sgs/0640.html,Public,MW,1
20017329,Humanities,English Language and Literature,University of Nebraska - Lincoln,English,http://www.unl.edu/english,Public,MW,4
20015075,Humanities,English Language and Literature,University of Nevada Reno,English,http://www.unr.edu/cla/engl/program/graduate/bulletin/index.html,Public,W,1
20050632,Humanities,English Language and Literature,University of New Hampshire,English,http://www.unh.edu/english/graduate/index.html,Public,NE,1
20015282,Humanities,English Language and Literature,University of New Mexico Main Campus,English,http://www.unm.edu/~english,Public,W,1
20045236,Humanities,English Language and Literature,University of North Carolina At Chapel Hill,English,http://english.unc.edu,Public,SA,4
20070706,Humanities,English Language and Literature,University of North Carolina At Greensboro,English,http://www.uncg.edu/eng/graduate/,Public,SA,N/D
20020086,Humanities,English Language and Literature,University of North Dakota Main Campus,English,http://www.und.edu/dept/english/index.html,Public,MW,1
20047315,Humanities,English Language and Literature,University of North Texas,English,http://www.engl.unt.edu,Public,SC,1
20035932,Humanities,English Language and Literature,University of Notre Dame,English,http://english.nd.edu/,Private,MW,3
20051673,Humanities,English Language and Literature,University of Oklahoma Norman Campus,English,http://www.ou.edu/cas/english,Public,SC,1
20043885,Humanities,English Language and Literature,University of Oregon,English,http://www.uoregon.edu/~engl,Public,W,2
20036915,Humanities,English Language and Literature,University of Pennsylvania,English,http://www.english.upenn.edu/Grad,Private,NE,3
20049669,Humanities,English Language and Literature,University of Pittsburgh Pittsburgh Campus,English,http://www.english.pitt.edu,Public,NE,3
20069238,Humanities,English Language and Literature,University of Rochester,English,http://www.rochester.edu/College/eng/,Private,NE,2
20067793,Humanities,English Language and Literature,University of South Carolina Columbia,English,http://www.cas.sc.edu/engl/,Public,SA,3
20024862,Humanities,English Language and Literature,University of South Florida,English,http://www.cas.usf.edu/english/,Public,SA,2
20068145,Humanities,English Language and Literature,University of Southern California,English,http://www.usc.edu/schools/college/engl/home/,Private,W,4
20032786,Humanities,English Language and Literature,University of Southern Mississippi,English,http://www.usm.edu/english,Public,SC,2
20045799,Humanities,English Language and Literature,University of Tennessee,English,http://web.utk.edu/~english,Public,SC,2
20061524,Humanities,English Language and Literature,University of Texas At Austin,English,http://www.utexas.edu/cola/depts/english/graduate,Public,SC,4
20056212,Humanities,English Language and Literature,University of Texas At Dallas,Studies in Literature,http://ah.utdallas.edu/,Public,SC,N/D
20047551,Humanities,English Language and Literature,University of Utah,English,http://www.hum.utah.edu/english/,Public,W,2
20023232,Humanities,English Language and Literature,University of Virginia,English Language & Literature,http://www.engl.virginia.edu,Public,SA,4
20059620,Humanities,English Language and Literature,University of Washington,English,http://depts.washington.edu/engl/grad/,Public,W,4
20030571,Humanities,English Language and Literature,University of Wisconsin-Madison,English,http://www.wisc.edu/english,Public,MW,4
20026637,Humanities,English Language and Literature,University of Wisconsin-Milwaukee,English,http://www.uwm.edu/Dept/English,Public,MW,4
20051961,Humanities,English Language and Literature,Vanderbilt University,English,http://www.vanderbilt.edu/english,Private,SC,2
20058414,Humanities,English Language and Literature,Washington State University,English,http://www.libarts.wsu.edu/english/graduate,Public,W,1
20069827,Humanities,English Language and Literature,Washington University In St. Louis,English and American Literature,http://artsci.wustl.edu/~english/grad/,Private,MW,3
20021593,Humanities,English Language and Literature,Wayne State University,English,http://www.clas.wayne.edu/English,Public,MW,3
20044075,Humanities,English Language and Literature,Western Michigan University,English,http://www.wmich.edu/english,Public,MW,2
20063454,Humanities,English Language and Literature,Yale University,English,http://www.yale.edu/english/,Private,NE,3
20036148,Humanities,French and Francophone Language and Literature,Boston College,French and Francophone Language and Literature,http://www.bc.edu/rll,Private,NE,1
20059167,Humanities,French and Francophone Language and Literature,Boston University,French Language and Literature,http://www.bu.edu/mfll/,Private,NE,2
20018315,Humanities,French and Francophone Language and Literature,Brown University,French Studies,http://www.brown.edu/Departments/French/graduate/,Private,NE,1
20057211,Humanities,French and Francophone Language and Literature,City University of New York Grad. Center,French,http://web.gc.cuny.edu/French/program/index.html,Public,NE,4
20057651,Humanities,French and Francophone Language and Literature,Columbia University In The City of New York,French and Romance Philology,http://www.columbia.edu/cu/french/,Private,NE,4
20065423,Humanities,French and Francophone Language and Literature,Cornell University,Romance Studies - French,http://www.arts.cornell.edu/romance/,Private,NE,1
20070528,Humanities,French and Francophone Language and Literature,Duke University,Romance Studies - French,http://www.romancestudies.aas.duke.edu/french/index.html,Private,SA,3
20061993,Humanities,French and Francophone Language and Literature,Emory University,French,http://www.french.emory.edu/frenchgrad.htm,Private,SA,4
20066338,Humanities,French and Francophone Language and Literature,Harvard University,Romance Languages and Literature,http://www.fas.harvard.edu/~rll,Private,NE,4
20046345,Humanities,French and Francophone Language and Literature,Indiana University At Bloomington,French,http://www.indiana.edu/~frithome/,Public,MW,4
20056681,Humanities,French and Francophone Language and Literature,Johns Hopkins University,French,http://grll.jhu.edu/admissions/,Private,SA,3
20058113,Humanities,French and Francophone Language and Literature,Louisiana State University And Agricultural And Mechanical College,French,http://appl003.lsu.edu/artsci/frenchweb.nsf/index,Public,SC,3
20064314,Humanities,French and Francophone Language and Literature,New York University,French,http://www.nyu.edu/gsas/dept/french/DBase.html,Private,NE,4
20068899,Humanities,French and Francophone Language and Literature,Northwestern University,French and Italian,http://www.frenchanditalian.northwestern.edu/,Private,MW,2
20029016,Humanities,French and Francophone Language and Literature,Ohio State University Main Campus,French and Italian,http://frit.osu.edu/,Public,MW,2
20031428,Humanities,French and Francophone Language and Literature,Penn State University,French,http://www.french.psu.edu/,Public,NE,3
20032511,Humanities,French and Francophone Language and Literature,Princeton University,French and Italian,http://www.princeton.edu/fit/graduate-program/,Private,NE,3
20041133,Humanities,French and Francophone Language and Literature,Rice University,French,http://www.ruf.rice.edu/~fren/,Private,SC,2
20012560,Humanities,French and Francophone Language and Literature,Rutgers The State University of New Jersey New Brunswick Campus,French,http://french.rutgers.edu/,Public,NE,3
